leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
2700167	27	Minnesota	MATH & SCIENCE ACADEMY	N	-2
2700168	27	Minnesota	HEART OF THE EARTH CHARTER	N	-2
2700169	27	Minnesota	LAKES AREA CHARTER SCHOOL	N	-2
2700170	27	Minnesota	LAKE SUPERIOR HIGH SCHOOL	N	-2
2700172	27	Minnesota	GREAT RIVER EDUCATION CENTER	N	-2
2700173	27	Minnesota	NORTHWEST PASSAGE HIGH SCHOOL	N	-2
2700174	27	Minnesota	LAFAYETTE PUBLIC CHARTER SCHOOL	N	-2
2700176	27	Minnesota	FOUR DIRECTIONS CHARTER SCHOOLS	N	-2
2700177	27	Minnesota	NORTH LAKES ACADEMY	N	-2
2700178	27	Minnesota	LACRESCENT MONTESSORI ACADEMY	N	-2
2700179	27	Minnesota	NERSTRAND CHARTER SCHOOL	N	-2
2700180	27	Minnesota	ROCHESTER OFF-CAMPUS CHARTER HIGH	N	-2
2700181	27	Minnesota	EL COLEGIO CHARTER SCHOOL	N	-2
2700182	27	Minnesota	REDWOOD AREA SCHOOL DISTRICT	2707	268.60250047
2700183	27	Minnesota	WESTBROOK-WALNUT GROVE SCHOOLS	2707	89.832097292
2700183	27	Minnesota	WESTBROOK-WALNUT GROVE SCHOOLS	2701	168.2558537
2700184	27	Minnesota	EXCELL ACADEMY CHARTER	N	-2
2700185	27	Minnesota	ACADEMIA CESAR CHAVEZ CHARTER SCH.	N	-2
2700186	27	Minnesota	AFSA HIGH SCHOOL	N	-2
2700187	27	Minnesota	AVALON SCHOOL	N	-2
2700188	27	Minnesota	TWIN CITIES INTERNATIONAL ELEM SCH.	N	-2
2700189	27	Minnesota	MN INTERNATIONAL MIDDLE CHARTER	N	-2
2700190	27	Minnesota	FRIENDSHIP ACDMY OF FINE ARTS CHTR.	N	-2
2700191	27	Minnesota	PILLAGER AREA CHARTER SCHOOL	N	-2
2700192	27	Minnesota	DISCOVERY PUBLIC SCHOOL FARIBAULT	N	-2
2700193	27	Minnesota	BLUESKY CHARTER SCHOOL	N	-2
2700194	27	Minnesota	RIDGEWAY COMMUNITY SCHOOL	N	-2
2700195	27	Minnesota	N.W.SUBURBAN INTEGRATION DISTRICT	N	-2
2700196	27	Minnesota	QUAD COUNTY TELECOMM PROJECT	N	-2
2700197	27	Minnesota	REDWOOD COUNTY TELE-NETWORK	N	-2
2700198	27	Minnesota	DES MOINES RIVER VLY. TELE-MEDIA	N	-2
2700199	27	Minnesota	WASIOJA ED. TECHNOLOGY COOP.	N	-2
2700202	27	Minnesota	EAST CENTRAL MN ED. CABLE COOP.	N	-2
2700203	27	Minnesota	LITTLE CROW TELE-MEDIA NETWORK	N	-2
2700204	27	Minnesota	NORTHWEST ED. TECHNOLOGY COOP.	N	-2
2700205	27	Minnesota	CENTRAL MN ED TELECOM SYSTEM	N	-2
2700208	27	Minnesota	NORTH SHORE COMMUNITY SCHOOL	N	-2
2700209	27	Minnesota	HARBOR CITY INTERNATIONAL CHARTER	N	-2
2700210	27	Minnesota	WOODSON INSTITUTE FOR EXCELLENCE CH	N	-2
2700211	27	Minnesota	SAGE ACADEMY CHARTER SCHOOL	N	-2
2700212	27	Minnesota	PRAIRIE CREEK COMMUNITY SCHOOL	N	-2
2700213	27	Minnesota	WATERSHED HIGH SCHOOL	N	-2
2700214	27	Minnesota	NEW CENTURY CHARTER SCHOOL	N	-2
2700216	27	Minnesota	YANKTON COUNTRY CHARTER SCHOOL	N	-2
2700218	27	Minnesota	CROSSLAKE COMMUNITY CHARTER SCHOOL	N	-2
2700220	27	Minnesota	AURORA CHARTER SCHOOL	N	-2
2700221	27	Minnesota	RIVERWAY LEARNING COMMUNITY CHTR	N	-2
2700222	27	Minnesota	STUDIO ACADEMY CHARTER SCHOOL	N	-2
2700224	27	Minnesota	NORTHLAND LEARNING CENTER	N	-2
2700225	27	Minnesota	SCHOOLCRAFT LEARNING COMMUNITY CHTR	N	-2
2700226	27	Minnesota	RIVERBEND ACADEMY	N	-2
2700230	27	Minnesota	HOPE COMMUNITY ACADEMY	N	-2
2700231	27	Minnesota	JACKSON COUNTY CENTRAL SCHOOL DIST.	2701	431.53913918
2700235	27	Minnesota	TRIO WOLF CREEK DISTANCE LEARNING	N	-2
2700237	27	Minnesota	PARTNERSHIP ACADEMY, INC.	N	-2
2700238	27	Minnesota	SOCRATES PROGRAM	N	-2
2700239	27	Minnesota	WORTHINGTON AREA LANGUAGE ACADEMY	N	-2
2700240	27	Minnesota	PRAIRIE SEEDS ACADEMY	N	-2
2700241	27	Minnesota	TEAM ACADEMY	N	-2
2700245	27	Minnesota	LIGHTHOUSE ACADEMY OF NATIONS	N	-2
2700246	27	Minnesota	TWIN CITIES ACADEMY HIGH SCHOOL	N	-2
2700247	27	Minnesota	ADAM ABDULLE ACADEMY	N	-2
2700248	27	Minnesota	SOUL ACADEMY CHARTER SCHOOL	N	-2
2700249	27	Minnesota	SWAN RIVER MONTESSORI CHARTER SCH	N	-2
2700250	27	Minnesota	MILROY AREA CHARTER SCHOOL	N	-2
2700251	27	Minnesota	PAIDEIA ACADEMY CHARTER SCHOOL	N	-2
2700252	27	Minnesota	STRIDE ACADEMY CHARTER SCHOOL	N	-2
2700253	27	Minnesota	NEW MILLENNIUM ACADEMY CHARTER SCH	N	-2
2700254	27	Minnesota	GREEN ISLE COMMUNITY SCHOOL	N	-2
2700255	27	Minnesota	BIRCH GROVE COMMUNITY SCHOOL	N	-2
2700256	27	Minnesota	NORTHERN LIGHTS COMMUNITY SCHOOL	N	-2
2700258	27	Minnesota	ACADEMY OF BIOSCIENCES	N	-2
2700259	27	Minnesota	CYGNUS ACADEMY	N	-2
2700260	27	Minnesota	MINNESOTA ONLINE HIGH SCHOOL	N	-2
2700261	27	Minnesota	EDVISIONS OFF CAMPUS SCHOOL	N	-2
2700262	27	Minnesota	TWIN CITIES GERMAN IMMERSION CHRTR	N	-2
2700263	27	Minnesota	DUGSI ACADEMY	N	-2
2700265	27	Minnesota	REGION 5	N	-2
2700266	27	Minnesota	REGION 4	N	-2
2700267	27	Minnesota	REGION 3	N	-2
2700268	27	Minnesota	REGION 2	N	-2
2700269	27	Minnesota	REGION 1	N	-2
2700270	27	Minnesota	REGION 7	N	-2
2700271	27	Minnesota	REGION 8	N	-2
2700272	27	Minnesota	MINNESOTA DEPARTMENT OF CORRECTIONS	N	-2
2700273	27	Minnesota	LOVEWORKS ACADEMY FOR ARTS	N	-2
2700274	27	Minnesota	RECOVERY SCHOOL OF SOUTHERN MN	N	-2
2700275	27	Minnesota	NAYTAHWAUSH COMMUNITY SCHOOL	N	-2
2700276	27	Minnesota	SPECTRUM HIGH SCHOOL	N	-2
2700277	27	Minnesota	NEW DISCOVERIES MONTESSORI ACADEMY	N	-2
2700278	27	Minnesota	SOUTHSIDE FAMILY CHARTER SCHOOL	N	-2
2700279	27	Minnesota	BEACON PREPARATORY SCHOOL	N	-2
2700281	27	Minnesota	YINGHUA ACADEMY	N	-2
2700282	27	Minnesota	NEW SALEM ACADEMY	N	-2
2700283	27	Minnesota	DAKOTA ACADEMY	N	-2
2700284	27	Minnesota	SEVEN HILLS CLASSICAL ACADEMY	N	-2
2700285	27	Minnesota	LEARNING FOR LEADERSHIP CHARTER	N	-2
2700286	27	Minnesota	ELOM INTERNATIONAL SCHOOL	N	-2
2700287	27	Minnesota	PLAINVIEW-ELGIN-MILLVILLE	N	-2
2700288	27	Minnesota	HIAWATHA LEADERSHIP ACADEMY	N	-2
2700289	27	Minnesota	STONEBRIDGE COMMUNITY SCHOOL	N	-2
2700290	27	Minnesota	CLARKFIELD CHARTER SCHOOL	N	-2
2700291	27	Minnesota	EAST RANGE ACADEMY OF TECH &SCIENCE	N	-2
2700292	27	Minnesota	LAURA JEFFREY ACADEMY CHARTER	N	-2
2700293	27	Minnesota	GLACIAL HILLS ELEMENTARY	N	-2
2700294	27	Minnesota	RTR PUBLIC SCHOOLS	N	-2
2700295	27	Minnesota	NOBLE ACADEMY	N	-2
2700296	27	Minnesota	INTERNATIONAL SPANISH LANGUAGE ACAD	N	-2
2700297	27	Minnesota	JANE GOODALL EARTH SCIENCES ACADEMY	N	-2
2700298	27	Minnesota	PAUL BUNYAN ED. COOP.	N	-2
2700299	27	Minnesota	LINCOLN INTERNATIONAL SCHOOL	N	-2
2700300	27	Minnesota	MINISINAAKWAANG LEADERSHIP ACADEMY	N	-2
2700301	27	Minnesota	WAYNEWOOD SCHOOL OF HOPE	N	-2
2700302	27	Minnesota	LONG TIENG ACADEMY	N	-2
2700303	27	Minnesota	PINE GROVE LEADERSHIP ACADEMY	N	-2
2700304	27	Minnesota	COMMUNITY SCHOOL OF EXCELLENCE	N	-2
2700305	27	Minnesota	DUNWOODY ACADEMY	N	-2
2700306	27	Minnesota	EMILY O. GOODRIDGE-GREY ACCELERATED	N	-2
2700307	27	Minnesota	QUEST ACADEMY	N	-2
2700308	27	Minnesota	KIPP MINNESOTA CHARTER SCHOOL	N	-2
2700309	27	Minnesota	BEST ACADEMY	N	-2
2700337	27	Minnesota	NOVA CLASSICAL ACADEMY	N	-2
2700338	27	Minnesota	TAREK IBN ZIYAD ACADEMY	N	-2
2700339	27	Minnesota	GREAT EXPECTATIONS	N	-2
2700340	27	Minnesota	MINNESOTA NORTH STAR ACADEMY	N	-2
2700341	27	Minnesota	MINNESOTA INTERNSHIP CENTER	N	-2
2700342	27	Minnesota	HMONG ACADEMY	N	-2
2700343	27	Minnesota	LIBERTY HIGH SCHOOL	N	-2
2700344	27	Minnesota	GREAT RIVER SCHOOL	N	-2
2700345	27	Minnesota	TREKNORTH HIGH SCHOOL	N	-2
2700346	27	Minnesota	VOYAGEURS EXPEDITIONARY	N	-2
2700347	27	Minnesota	GENERAL JOHN VESSEY JR LEADERSHIP	N	-2
2700348	27	Minnesota	SOBRIETY HIGH	N	-2
2700349	27	Minnesota	MAIN STREET SCHOOL PERFORMING ARTS	N	-2
2700350	27	Minnesota	AUGSBURG ACADEMY FOR HEALTH CAREERS	N	-2
2700351	27	Minnesota	ST PAUL CONSERVATORY PERFORMING ART	N	-2
2700352	27	Minnesota	FRASER ACADEMY	N	-2
2700353	27	Minnesota	URBAN ACADEMY CHARTER SCHOOL	N	-2
2700354	27	Minnesota	NEW CITY SCHOOL	N	-2
2700355	27	Minnesota	ARTECH	N	-2
2700356	27	Minnesota	ASCENSION ACADEMY CHARTER SCHOOL	N	-2
2700357	27	Minnesota	MINNEAPOLIS ACADEMY CHARTER SCHOOL	N	-2
2700358	27	Minnesota	LAKES INTERNATIONAL LANGUAGE ADMY	N	-2
2700360	27	Minnesota	KALEIDOSCOPE CHARTER SCHOOL	N	-2
2700361	27	Minnesota	RIVER HEIGHTS CHARTER SCHOOL	N	-2
2700362	27	Minnesota	ST. CROIX PREPARATORY ACADEMY	N	-2
2700363	27	Minnesota	UBAH MEDICAL ACADEMY CHARTER SCHOOL	N	-2
2700364	27	Minnesota	EAGLE RIDGE ACADEMY CHARTER SCHOOL	N	-2
2700365	27	Minnesota	DAKOTA AREA COMMUNITY CHARTER SCH	N	-2
2700366	27	Minnesota	BEACON ACADEMY	N	-2
2702264	27	Minnesota	N.E. METRO INTERMEDIATE DIST. 916	N	-2
2702640	27	Minnesota	LESTER PRAIRIE PUBLIC SCHOOL DIST.	2707	41.220770907
2702720	27	Minnesota	SOUTHLAND PUBLIC SCHOOL DISTRICT	2701	200.35788274
2702730	27	Minnesota	ADRIAN PUBLIC SCHOOL DISTRICT	2701	175.59989158
2702760	27	Minnesota	AITKIN PUBLIC SCHOOL DISTRICT	2708	690.48658797
2702910	27	Minnesota	WALKER-HACKENSACK-AKELEY SCHL. DIST	2708	347.40691347
2702930	27	Minnesota	ALBANY PUBLIC SCHOOL DISTRICT	2706	145.96896125
2702970	27	Minnesota	ALBERT LEA PUBLIC SCHOOL DISTRICT	2701	220.82900461
2703030	27	Minnesota	ALDEN-CONGER PUBLIC SCHOOL DISTRICT	2701	85.492055948
2703060	27	Minnesota	ALEXANDRIA PUBLIC SCHOOL DISTRICT	2707	293.8368282
2703150	27	Minnesota	ANNANDALE PUBLIC SCHOOL DISTRICT	2707	0.3105547207
2703150	27	Minnesota	ANNANDALE PUBLIC SCHOOL DISTRICT	2706	116.12420212
2703180	27	Minnesota	ANOKA-HENNEPIN PUBLIC SCHOOL DIST.	2705	0.7842619348
2703180	27	Minnesota	ANOKA-HENNEPIN PUBLIC SCHOOL DIST.	2703	54.322450529
2703180	27	Minnesota	ANOKA-HENNEPIN PUBLIC SCHOOL DIST.	2706	110.1899893
2703300	27	Minnesota	ASHBY PUBLIC SCHOOL DISTRICT	2707	83.787403262
2703450	27	Minnesota	AUSTIN PUBLIC SCHOOL DISTRICT	2701	142.9933212
2703540	27	Minnesota	BADGER PUBLIC SCHOOL DISTRICT	2707	183.17985527
2703570	27	Minnesota	BAGLEY PUBLIC SCHOOL DISTRICT	2707	552.67515564
2703600	27	Minnesota	BALATON PUBLIC SCHOOL DISTRICT	2701	42.882741156
2703600	27	Minnesota	BALATON PUBLIC SCHOOL DISTRICT	2707	62.001121241
2703660	27	Minnesota	BARNESVILLE PUBLIC SCHOOL DIST.	2707	342.01588656
2703690	27	Minnesota	BARNUM PUBLIC SCHOOL DISTRICT	2708	192.68870435
2703750	27	Minnesota	BATTLE LAKE PUBLIC SCHOOL DISTRICT	2707	149.34938617
2703870	27	Minnesota	BECKER PUBLIC SCHOOL DISTRICT	2706	109.53752064
2704050	27	Minnesota	BELLE PLAINE PUBLIC SCHOOL DISTRICT	2707	21.751823174
2704050	27	Minnesota	BELLE PLAINE PUBLIC SCHOOL DISTRICT	2702	83.628061597
2704080	27	Minnesota	BELLINGHAM PUBLIC SCHOOL DISTRICT	2707	106.55904313
2704440	27	Minnesota	BEMIDJI PUBLIC SCHOOL DISTRICT	2708	345.54595041
2704440	27	Minnesota	BEMIDJI PUBLIC SCHOOL DISTRICT	2707	403.01868348
2704470	27	Minnesota	BENSON PUBLIC SCHOOL DISTRICT	2707	398.58646797
2705430	27	Minnesota	BERTHA-HEWITT PUBLIC SCHOOL DIST.	2707	138.25347685
2705460	27	Minnesota	BIG LAKE PUBLIC SCHOOL DISTRICT	2706	59.926694255
2705660	27	Minnesota	BIRD ISLAND-OLIVIA-LAKE LILLIAN	2707	239.32722275
2705730	27	Minnesota	BLACKDUCK PUBLIC SCHOOL DISTRICT	2707	148.7104446
2705730	27	Minnesota	BLACKDUCK PUBLIC SCHOOL DISTRICT	2708	244.85135298
2705760	27	Minnesota	BLOOMING PRAIRIE PUBLIC SCHOOL DIST	2701	176.76942364
2705790	27	Minnesota	BLOOMINGTON PUBLIC SCHOOL DISTRICT	2705	0.0200977765
2705790	27	Minnesota	BLOOMINGTON PUBLIC SCHOOL DISTRICT	2702	0.1667154442
2705790	27	Minnesota	BLOOMINGTON PUBLIC SCHOOL DISTRICT	2703	34.011390786
2705850	27	Minnesota	BLUFFVIEW MONTESSORI	N	-2
2706060	27	Minnesota	BRAHAM PUBLIC SCHOOL DISTRICT	2708	133.71684386
2706090	27	Minnesota	BRAINERD PUBLIC SCHOOL DISTRICT	2708	453.91772433
2706120	27	Minnesota	BRANDON PUBLIC SCHOOL DISTRICT	2707	82.984154367
2706150	27	Minnesota	BRECKENRIDGE PUBLIC SCHOOL DISTRICT	2707	342.8008678
2706180	27	Minnesota	BREWSTER PUBLIC SCHOOL DISTRICT	2701	76.50335407
2706240	27	Minnesota	BROOKLYN CENTER SCHOOL DISTRICT	2703	2.6025568458
2706300	27	Minnesota	BROWERVILLE PUBLIC SCHOOL DISTRICT	2707	113.94706076
2707110	27	Minnesota	BROWNS VALLEY PUBLIC SCHOOL DIST.	2707	46.461582061
2707200	27	Minnesota	BUFFALO PUBLIC SCHOOL DISTRICT	2703	22.540858877
2707200	27	Minnesota	BUFFALO PUBLIC SCHOOL DISTRICT	2706	115.39192653
2707290	27	Minnesota	BURNSVILLE PUBLIC SCHOOL DISTRICT	2702	34.414133193
2707320	27	Minnesota	BUTTERFIELD PUBLIC SCHOOL DISTRICT	2701	92.812702221
2707350	27	Minnesota	BYRON PUBLIC SCHOOL DISTRICT	2701	70.122458869
2707380	27	Minnesota	CALEDONIA PUBLIC SCHOOL DISTRICT	2701	229.11298855
2707410	27	Minnesota	CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST	2708	237.71824734
2707450	27	Minnesota	CAMPBELL-TINTAH PUBLIC SCHOOL DIST.	2707	265.28167119
2707470	27	Minnesota	CANBY PUBLIC SCHOOL DISTRICT	2707	341.45127661
2707500	27	Minnesota	CANNON FALLS PUBLIC SCHOOL DISTRICT	2702	132.42082319
2707590	27	Minnesota	CARLTON PUBLIC SCHOOL DISTRICT	2708	104.755034
2708070	27	Minnesota	CASS LAKE-BENA PUBLIC SCHOOLS	2708	295.95330017
2708100	27	Minnesota	CENTENNIAL PUBLIC SCHOOL DISTRICT	2706	23.768681554
2708190	27	Minnesota	DISTRICT 112	2702	79.588582264
2708220	27	Minnesota	CHATFIELD PUBLIC SCHOOLS	2701	163.29588322
2708880	27	Minnesota	FRANCONIA PUBLIC SCHOOL DISTRICT	2708	4.1142904909
2708910	27	Minnesota	CHISHOLM PUBLIC SCHOOL DISTRICT	2708	66.57607487
2708940	27	Minnesota	CHOKIO-ALBERTA PUBLIC SCHOOL DIST.	2707	223.2501471
2708955	27	Minnesota	CITY ACADEMY	N	-2
2709330	27	Minnesota	CLEVELAND PUBLIC SCHOOL DISTRICT	2701	3.1922317787
2709330	27	Minnesota	CLEVELAND PUBLIC SCHOOL DISTRICT	2702	54.408811547
2709360	27	Minnesota	CLIMAX PUBLIC SCHOOL DISTRICT	2707	121.15561308
2709420	27	Minnesota	CLOQUET PUBLIC SCHOOL DISTRICT	2708	94.381516053
2709440	27	Minnesota	ROCORI PUBLIC SCHOOL DISTRICT	2706	118.89901575
2709480	27	Minnesota	GREENWAY PUBLIC SCHOOL DISTRICT	2708	173.11209009
2709510	27	Minnesota	COLUMBIA HEIGHTS PUBLIC SCHOOL DIST	2705	5.9159876416
2709540	27	Minnesota	COMFREY PUBLIC SCHOOL DISTRICT	2701	122.81657174
2709690	27	Minnesota	CROMWELL-WRIGHT PUBLIC SCHOOLS	2708	208.68633484
2709720	27	Minnesota	CROOKSTON PUBLIC SCHOOL DISTRICT	2707	412.97524467
2709750	27	Minnesota	CROSBY-IRONTON PUBLIC SCHOOL DIST.	2708	279.28117389
2709960	27	Minnesota	CYRUS PUBLIC SCHOOL DISTRICT	2707	76.958251158
2710060	27	Minnesota	DASSEL-COKATO PUBLIC SCHOOL DIST.	2707	76.089935552
2710060	27	Minnesota	DASSEL-COKATO PUBLIC SCHOOL DIST.	2706	86.824937413
2710090	27	Minnesota	DAWSON-BOYD PUBLIC SCHOOL DISTRICT	2707	246.48836327
2710140	27	Minnesota	DEER RIVER PUBLIC SCHOOL DISTRICT	2708	480.97177246
2710170	27	Minnesota	DELANO PUBLIC SCHOOL DISTRICT	2703	24.325687223
2710170	27	Minnesota	DELANO PUBLIC SCHOOL DISTRICT	2706	39.159029694
2710230	27	Minnesota	DETROIT LAKES PUBLIC SCHOOL DIST.	2707	280.33004941
2710260	27	Minnesota	DILWORTH-GLYNDON-FELTON	2707	275.17511124
2711010	27	Minnesota	DOVER-EYOTA PUBLIC SCHOOL DISTRICT	2701	99.821046275
2711040	27	Minnesota	DULUTH PUBLIC SCHOOL DISTRICT	2708	328.70695463
2711085	27	Minnesota	EAST CENTRAL SCHOOL DISTRICT	2708	622.39124119
2711130	27	Minnesota	EAST GRAND FORKS PUBLIC SCHOOL DIST	2707	173.68198308
2711190	27	Minnesota	EDEN VALLEY-WATKINS SCHOOL DISTRICT	2706	44.25663478
2711190	27	Minnesota	EDEN VALLEY-WATKINS SCHOOL DISTRICT	2707	53.031597058
2711220	27	Minnesota	EDGERTON PUBLIC SCHOOL DISTRICT	2701	141.50386527
2711250	27	Minnesota	EDINA PUBLIC SCHOOL DISTRICT	2703	12.779848401
2711370	27	Minnesota	ELK RIVER PUBLIC SCHOOL DISTRICT	2703	23.674817798
2711370	27	Minnesota	ELK RIVER PUBLIC SCHOOL DISTRICT	2706	142.01585606
2711460	27	Minnesota	ELLSWORTH PUBLIC SCHOOL DISTRICT	2701	81.117143786
2711520	27	Minnesota	ELY PUBLIC SCHOOL DISTRICT	2708	216.51516494
2711610	27	Minnesota	EVANSVILLE PUBLIC SCHOOL DISTRICT	2707	106.93101744
2711670	27	Minnesota	MINNETONKA PUBLIC SCHOOL DISTRICT	2702	4.4970011444
2711670	27	Minnesota	MINNETONKA PUBLIC SCHOOL DISTRICT	2703	18.358442973
2711760	27	Minnesota	FARIBAULT PUBLIC SCHOOL DISTRICT	2702	212.13565082
2711820	27	Minnesota	FARMINGTON PUBLIC SCHOOL DISTRICT	2702	76.426722054
2711880	27	Minnesota	FERGUS FALLS PUBLIC SCHOOL DISTRICT	2707	313.00791471
2711910	27	Minnesota	FERTILE-BELTRAMI SCHOOL DISTRICT	2707	350.60408581
2712180	27	Minnesota	FISHER PUBLIC SCHOOL DISTRICT	2707	147.21748518
2712210	27	Minnesota	FLOODWOOD PUBLIC SCHOOL DISTRICT	2708	313.73362618
2712240	27	Minnesota	FOLEY PUBLIC SCHOOL DISTRICT	2708	31.408030076
2712240	27	Minnesota	FOLEY PUBLIC SCHOOL DISTRICT	2706	234.5031726
2712270	27	Minnesota	FOREST LAKE PUBLIC SCHOOL DISTRICT	2708	16.089775319
2712270	27	Minnesota	FOREST LAKE PUBLIC SCHOOL DISTRICT	2706	178.20063143
2712300	27	Minnesota	FOSSTON PUBLIC SCHOOL DISTRICT	2707	289.04419982
2712360	27	Minnesota	FRAZEE-VERGAS PUBLIC SCHOOL DIST.	2707	289.33153358
2712420	27	Minnesota	FRIDLEY PUBLIC SCHOOL DISTRICT	2703	0.088364116
2712420	27	Minnesota	FRIDLEY PUBLIC SCHOOL DISTRICT	2705	4.7039634933
2712480	27	Minnesota	FULDA PUBLIC SCHOOL DISTRICT	2701	211.02119508
2712580	27	Minnesota	G.F.W.	2701	41.384673983
2712580	27	Minnesota	G.F.W.	2707	304.64858833
2712900	27	Minnesota	GOODHUE PUBLIC SCHOOL DISTRICT	2701	7.8706156168
2712900	27	Minnesota	GOODHUE PUBLIC SCHOOL DISTRICT	2702	113.3515163
2713020	27	Minnesota	GOODRIDGE PUBLIC SCHOOL DISTRICT	2707	280.19717659
2713040	27	Minnesota	GRANADA HUNTLEY-EAST CHAIN	2701	198.46330215
2713110	27	Minnesota	COOK COUNTY PUBLIC SCHOOLS	2708	1452.3450302
2713140	27	Minnesota	GRAND MEADOW PUBLIC SCHOOL DISTRICT	2701	96.247404235
2713170	27	Minnesota	GRAND RAPIDS PUBLIC SCHOOL DISTRICT	2708	1781.9901583
2713380	27	Minnesota	HANCOCK PUBLIC SCHOOL DISTRICT	2707	88.288552302
2713530	27	Minnesota	HASTINGS PUBLIC SCHOOL DISTRICT	2702	169.8827732
2713560	27	Minnesota	HAWLEY PUBLIC SCHOOL DISTRICT	2707	143.09628964
2713590	27	Minnesota	HAYFIELD PUBLIC SCHOOL DISTRICT	2701	199.09814138
2713680	27	Minnesota	HENDRICKS PUBLIC SCHOOL DISTRICT	2707	86.885897927
2713860	27	Minnesota	HENNING PUBLIC SCHOOL DISTRICT	2707	158.53191328
2713890	27	Minnesota	HERMAN-NORCROSS SCHOOL DISTRICT	2707	199.95209013
2713920	27	Minnesota	HERMANTOWN PUBLIC SCHOOL DISTRICT	2708	78.596774194
2713930	27	Minnesota	HERON LAKE-OKABENA SCHOOL DISTRICT	2701	150.53956041
2713980	27	Minnesota	HIBBING PUBLIC SCHOOL DISTRICT	2708	329.83889153
2714010	27	Minnesota	HILL CITY PUBLIC SCHOOL DISTRICT	2708	255.06624046
2714040	27	Minnesota	HILLS-BEAVER CREEK SCHOOL DISTRICT	2701	116.54725775
2714070	27	Minnesota	HINCKLEY-FINLAYSON SCHOOL DISTRICT	2708	412.12195037
2714190	27	Minnesota	HOLDINGFORD PUBLIC SCHOOL DISTRICT	2708	5.8843535182
2714190	27	Minnesota	HOLDINGFORD PUBLIC SCHOOL DISTRICT	2706	115.64051571
2714220	27	Minnesota	EDEN PRAIRIE PUBLIC SCHOOL DISTRICT	2703	31.300262781
2714260	27	Minnesota	HOPKINS PUBLIC SCHOOL DISTRICT	2705	8.4754593458
2714260	27	Minnesota	HOPKINS PUBLIC SCHOOL DISTRICT	2703	19.885783641
2714280	27	Minnesota	HOUSTON PUBLIC SCHOOL DISTRICT	2701	151.53644496
2714970	27	Minnesota	HUTCHINSON PUBLIC SCHOOL DISTRICT	2707	159.34170506
2715000	27	Minnesota	INTERNATIONAL FALLS SCHOOL DISTRICT	2708	437.52367038
2715030	27	Minnesota	INVER GROVE HEIGHTS SCHOOLS	2704	3.4527005531
2715030	27	Minnesota	INVER GROVE HEIGHTS SCHOOLS	2702	16.16458416
2715510	27	Minnesota	ISLE PUBLIC SCHOOL DISTRICT	2708	195.76700085
2715540	27	Minnesota	IVANHOE PUBLIC SCHOOL DISTRICT	2707	144.3523719
2715750	27	Minnesota	JORDAN PUBLIC SCHOOL DISTRICT	2702	71.870961564
2716830	27	Minnesota	PRINSBURG PUBLIC SCHOOL DISTRICT	2707	27.746698054
2716980	27	Minnesota	KASSON-MANTORVILLE SCHOOL DIST.	2701	95.583809655
2717010	27	Minnesota	KELLIHER PUBLIC SCHOOL DISTRICT	2708	16.908835099
2717010	27	Minnesota	KELLIHER PUBLIC SCHOOL DISTRICT	2707	535.66260114
2717100	27	Minnesota	KENYON-WANAMINGO SCHOOL DISTRICT	2701	8.404293379
2717100	27	Minnesota	KENYON-WANAMINGO SCHOOL DISTRICT	2702	212.10206148
2717120	27	Minnesota	KERKHOVEN-MURDOCK-SUNBURG	2707	244.09630933
2717220	27	Minnesota	KIMBALL PUBLIC SCHOOL DISTRICT	2707	31.413511568
2717220	27	Minnesota	KIMBALL PUBLIC SCHOOL DISTRICT	2706	90.86672139
2717250	27	Minnesota	LACRESCENT-HOKAH SCHOOL DISTRICT	2701	89.74066791
2717460	27	Minnesota	LAKE BENTON PUBLIC SCHOOL DISTRICT	2701	1.3060492944
2717460	27	Minnesota	LAKE BENTON PUBLIC SCHOOL DISTRICT	2707	139.13877207
2717520	27	Minnesota	LAKE CITY PUBLIC SCHOOL DISTRICT	2702	26.936671135
2717520	27	Minnesota	LAKE CITY PUBLIC SCHOOL DISTRICT	2701	150.33800774
2717570	27	Minnesota	LAKE OF THE WOODS SCHOOL DISTRICT	2707	1137.9465936
2717780	27	Minnesota	LAKEVILLE PUBLIC SCHOOL DISTRICT	2702	83.335709664
2717880	27	Minnesota	LANCASTER PUBLIC SCHOOL DISTRICT	2707	322.36416346
2717910	27	Minnesota	LANESBORO PUBLIC SCHOOL DISTRICT	2701	105.01761784
2717940	27	Minnesota	LAPORTE PUBLIC SCHOOL DISTRICT	2708	153.0912595
2718030	27	Minnesota	LECENTER PUBLIC SCHOOL DISTRICT	2702	82.8447043
2718060	27	Minnesota	LEROY PUBLIC SCHOOL DISTRICT	2701	120.08707029
2718070	27	Minnesota	LESUEUR-HENDERSON SCHOOL DISTRICT	2701	14.939367673
2718070	27	Minnesota	LESUEUR-HENDERSON SCHOOL DISTRICT	2707	70.126691321
2718070	27	Minnesota	LESUEUR-HENDERSON SCHOOL DISTRICT	2702	82.88053767
2718090	27	Minnesota	LEWISTON-ALTURA PUBLIC SCHOOL DIST.	2701	158.8794311
2718210	27	Minnesota	LITCHFIELD PUBLIC SCHOOL DISTRICT	2707	225.86568702
2718240	27	Minnesota	LITTLE FALLS PUBLIC SCHOOL DISTRICT	2707	1.1662401525
